Sample #,Sample Name on LC/MS,Location,Date,Time,Collecter,Type,Project,Comment,Container Mass (g),Total mass (g),Sample Mass (g),TOC/IC sample collected?,PFAS Collected?,Isotope #,Delta 2H,Delta 18O,Delta 17O,Ran on Auto SPE,Corresponding Table,11Cl-PF3OUdS Results,3-3 FTCA Results,4:2FTS Results,5-3 FTCA Results,6:2FTS Results,7-3 FTCA Results,8:2FTS Results,9Cl-PF3ONS Results,ADONA Results,HFPO-DA Results,NEtFOSA Results,NEtFOSAA Results,NEtFOSE Results,NFDHA Results,NMeFOSA Results,NMeFOSAA Results,NMeFOSE Results,PFBA Results,PFBS Results,PFDA Results,PFDoA Results,PFDoS Results,PFDS Results,PFEESA Results,PFHpA Results,PFHpS Results,PFHxA Results,PFHxS Results,PFMBA Results,PFMPA Results,PFNA Results,PFNS Results,PFOA Results,PFOS Results,PFOSA Results,PFPeA Results,PFPeS Results,PFTeDA Results,PFTrDA Results,PFUnA Results
,SE18_19,Wet Center,5/25/26,6:10 PM,RV,Stream,Stream_Storm,,42.04,575.36,,Yes,Yes,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_20,Wet Center,5/25/26,8:40 PM,RV,Stream,Stream_Storm,,41.25,583.81,,Yes,Yes,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_21,Wet Center,5/25/26,11:10 PM,RV,Stream,Stream_Storm,,42.26,585.62,,Yes,Yes,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_22,Wet Center,5/26/26,1:40 AM,RV,Stream,Stream_Storm,,43.26,577.24,,Yes,Yes,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_23,Wet Center,5/26/26,4:10 AM,RV,Stream,Stream_Storm,,41.99,590.00,,Yes,Yes,2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_24,Wet Center,5/26/26,6:40 AM,RV,Stream,Stream_Storm,storm samples collected 5/26/26 in the afternoon,42.30,581.95,,Yes,Yes,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_32,Wet Center,5/29/26,11:19:00 AM,"KW, RV",Stream,Baseflow,,,588.52,,Yes,Yes,2596,,,,7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B1_6_26,Blank,6/1/26,10:08 AM,"RV, SG",MilliQ,Blank,blank for first batch of baseflow samples,42.20,542.54,500.34,No,Yes,NA,,,,06/01/26,RV_PFAS_07082026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B2_6_26,Blank,6/4/26,10:08 AM,"RV, SG",MilliQ,Blank,blank for second batch of baseflow samples,42.13,542.22,500.09,No,Yes,NA,,,,06/04/26,RV_PFAS_07082026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_36,Wet Center,6/8/26,,"RV, SG, SH",Stream,Baseflow,,42.63,600.83,558.20,yes,yes,,,,,7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_37,Wet Center,6/29/26,2:46 PM,"KW, SH",Stream,Baseflow,,41.65,488.68,447.03,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_38,Wet Center,6/15/26,,"RV, KW, SG, SH",Stream,Baseflow,,41.70,591.66,549.96,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_Jn26,Roaring,6/15/26,,RV,Stream,13 site,,42.02,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D_Jn26,Doolittle,6/15/26,,RV,Stream,13 site,,41.55,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EU_Jn26,Eastman Up,6/15/26,,RV,Stream,13 site,,41.91,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ED_Jn26,Eastman Down,6/15/26,,RV,Stream,13 site,,41.58,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS_Jn26,Mill Site,6/15/26,,RV,Stream,13 site,,41.99,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K_Jn26,Knightly,6/15/26,,RV,Stream,13 site,,41.70,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_Jn26,Lake Warner Outlet,6/15/26,,RV,Stream,13 site,,42.10,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HD_Jn26,Horse Farm Down,6/15/26,,RV,Stream,13 site,,41.35,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU_Jn26,Horse Farm UP,6/15/26,,RV,Stream,13 site,,41.42,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU_Jn26,Tan Brook Up ,6/15/26,,RV,Stream,13 site,,41.95,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TD_Jn26,Tan Brook Down,6/15/26,,RV,Stream,13 site,,41.70,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CU_Jn26,Campus Pond UP,6/15/26,,RV,Stream,13 site,,42.31,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD_Jn26,Campus Pond Down,6/15/26,,RV,Stream,13 site,,41.36,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FB_Jn26,Field Blank,6/15/26,,RV,Stream,13 site,Field blank taken at Knightly,42.00,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_1,Wet Center,6/22/26,9:45:00 AM,RV,Stream,Stream_Storm,,42.17,,,,,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_2,Wet Center,6/22/26,12:15 PM,RV,Stream,Stream_Storm,,41.60,,,,,2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_3,Wet Center,6/22/26,2:45:00 PM,RV,Stream,Stream_Storm,,41.49,,,,,2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_4,Wet Center,6/22/26,5:15 PM,RV,Stream,Stream_Storm,,41.71,,,,,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_5,Wet Center,6/22/26,7:45:00 PM,RV,Stream,Stream_Storm,,41.72,,,,,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_6,Wet Center,6/22/26,10:15 PM,RV,Stream,Stream_Storm,,41.59,,,,,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_7,Wet Center,6/23/26,12:45:00 AM,RV,Stream,Stream_Storm,,41.74,,,,,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_8,Wet Center,6/23/26,3:15 AM,RV,Stream,Stream_Storm,,41.86,,,,,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_9,Wet Center,6/23/26,5:45:00 AM,RV,Stream,Stream_Storm,,41.87,,,,,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_10,Wet Center,6/23/26,8:15 AM,RV,Stream,Stream_Storm,,41.91,,,,,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_11,Wet Center,6/23/26,10:45:00 AM,RV,Stream,Stream_Storm,,41.12,,,,,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_12,Wet Center,6/23/26,1:15 PM,RV,Stream,Stream_Storm,,41.68,,,,,2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_13,Wet Center,6/23/26,3:45:00 PM,RV,Stream,Stream_Storm,,41.54,,,,,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_14,Wet Center,6/23/26,6:15 PM,RV,Stream,Stream_Storm,,42.04,,,,,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_15,Wet Center,6/23/26,8:45:00 PM,RV,Stream,Stream_Storm,,41.87,,,,,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_16,Wet Center,6/23/26,11:15 PM,RV,Stream,Stream_Storm,,41.84,,,,,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_17,Wet Center,6/24/26,1:45:00 AM,RV,Stream,Stream_Storm,,41.60,,,,,2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_18,Wet Center,6/24/26,4:15 AM,RV,Stream,Stream_Storm,,42.01,,,,,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_19,Wet Center,6/24/26,6:45:00 AM,RV,Stream,Stream_Storm,,42.39,,,,,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_20,Wet Center,6/24/26,9:15 AM,RV,Stream,Stream_Storm,,41.67,,,,,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_21,Wet Center,6/24/26,11:45:00 AM,RV,Stream,Stream_Storm,,41.94,,,,,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_22,Wet Center,6/24/26,2:15 PM,RV,Stream,Stream_Storm,,41.52,,,,,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_23,Wet Center,6/24/26,4:45:00 PM,RV,Stream,Stream_Storm,,42.56,,,,,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE19_24,Wet Center,6/24/26,7:15 PM,RV,Stream,Stream_Storm,,41.99,,,,,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SP_A1,Los Algarrobos Park Upstream,7/1/26,11:35 AM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,"Ecuador Urban site. Bottle 3. Sampled near rapids of San Pedro river, for homogeneous mixing. Sample taken with latex gloves",41.76,589.12,547.36,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,10.87,0.00 bdl,0.88 bdl,0.51 bdl,0.10 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.11 bdl,0.22 bdl,0.12 bdl,0.29 bdl,0.07 bdl,0.22 bdl,0.26 bdl,0.30 bdl,7.8,1.12,0.04 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.13 bdl,0.05 bdl,1.5,0.41 bdl,0.01 bdl,0.01 bdl,2.17,0.01 bdl,0.51 bdl,0.62 bdl,4.72,0.27 bdl,0.04 bdl,0.01 bdl,0.01 bdl,0.02 bdl
,SP_A2,Los Algarrobos Park Downstream,7/1/26,12:04 PM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,"Ecuador Urban site. Bottle 5. Sampled near rapids San Pedro river, for homogeneous mixing. Sample taken with latex gloves",41.91,583.27,541.36,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,14.01,0.00 bdl,0.97 bdl,0.41 bdl,0.11 bdl,0.03 bdl,0.00 bdl,0.02 bdl,0.15 bdl,0.19 bdl,0.08 bdl,0.31 bdl,0.07 bdl,0.21 bdl,0.19 bdl,0.25 bdl,7.12,0.90 bdl,0.07 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.09 bdl,0.17 bdl,0.03 bdl,1.49,0.48 bdl,0.03 bdl,0.03 bdl,2.2,0.02 bdl,0.50 bdl,0.47 bdl,3.87,0.27 bdl,0.07 bdl,0.06 bdl,0.06 bdl,0.05 bdl
,SP_B1,Los Algarrobos Park Upstream,7/1/26,11:35 AM,"RV, CDG",MilliQ,Ecuador Exploratory Visit 2026,Ecuador Urban site. Bottle 4. QA/QC. Transfered milliq from a QSeal bottle into another. used cleaning gloves from the SuperMaxi grocery store. Sample taken with latex gloves,41.26,597.49,556.23,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,0.00 bdl,0.00 bdl,0.03 bdl,0.09 bdl,0.05 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.21 bdl,0.13 bdl,0.25 bdl,0.06 bdl,0.26 bdl,0.26 bdl,0.25 bdl,0.02 bdl,0.02 bdl,0.06 bdl,0.02 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.05 bdl,0.02 bdl,0.06 bdl,0.19 bdl,0.01 bdl,0.01 bdl,0.20 bdl,0.00 bdl,0.20 bdl,0.32 bdl,0.06 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.03 bdl,0.00 bdl
,CC_B1,Cayambe Coca 7,7/3/26,11:59 PM,"RV, CDG",MilliQ,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 1. QA/QC at Cayambe Coca site 2. Sample taken without gloves,41.38,592.96,551.58,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,0.08 bdl,0.00 bdl,0.05 bdl,0.04 bdl,0.12 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.18 bdl,0.07 bdl,0.19 bdl,0.08 bdl,0.17 bdl,0.29 bdl,0.19 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.03 bdl,0.02 bdl,0.06 bdl,0.25 bdl,0.00 bdl,0.01 bdl,0.19 bdl,0.02 bdl,0.19 bdl,0.25 bdl,0.09 bdl,0.05 bdl,0.00 bdl,0.02 bdl,0.04 bdl,0.02 bdl
,CC_2,Cayambe Coca 2,7/3/26,11:59 PM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 2. Cayambe Coca site 2. most upstream site,41.86,588.54,546.68,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.01 bdl,0.00 bdl,0.00 bdl,0.28 bdl,0.11 bdl,0.13 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.13 bdl,0.20 bdl,0.08 bdl,0.30 bdl,0.11 bdl,0.19 bdl,0.18 bdl,0.22 bdl,0.09 bdl,0.06 bdl,0.09 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.16 bdl,0.00 bdl,0.14 bdl,0.20 bdl,0.01 bdl,0.01 bdl,0.23 bdl,0.02 bdl,0.31 bdl,0.24 bdl,0.33 bdl,0.23 bdl,0.01 bdl,0.02 bdl,0.05 bdl,0.02 bdl
,CC_9,Cayambe Coca 9,7/3/26,11:59 PM,"RV, CDG",Stream,Ecuador Exploratory Visit 2026,Ecuador Paramo site. Bottle 6. Cayambe Coca site 9 ,42.04,599.24,557.20,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.01 bdl,0.07 bdl,0.00 bdl,0.05 bdl,0.06 bdl,0.21 bdl,0.09 bdl,0.00 bdl,0.00 bdl,0.06 bdl,0.21 bdl,0.12 bdl,0.25 bdl,0.06 bdl,0.19 bdl,0.22 bdl,0.23 bdl,0.54 bdl,0.02 bdl,0.01 bdl,0.03 bdl,0.00 bdl,0.02 bdl,0.01 bdl,0.07 bdl,0.02 bdl,0.06 bdl,0.27 bdl,0.01 bdl,0.02 bdl,0.22 bdl,0.01 bdl,0.31 bdl,0.26 bdl,0.26 bdl,0.12 bdl,0.01 bdl,0.01 bdl,0.04 bdl,0.01 bdl
,SE20_1,Wet Center,6/30/26,8:30 PM,KW,Stream,Stream_Storm,,41.92,,,Yes,Yes,2653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_2,Wet Center,6/30/26,11:00 PM,KW,Stream,Stream_Storm,,42.09,,,Yes,Yes,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_3,Wet Center,6/30/26,1:30 PM,KW,Stream,Stream_Storm,,41.81,,,Yes,Yes,2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_4,Wet Center,6/30/26,4:00 AM,KW,Stream,Stream_Storm,,41.40,,,Yes,Yes,2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_5,Wet Center,6/30/26,6:30 AM,KW,Stream,Stream_Storm,,42.25,,,Yes,Yes,2657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_6,Wet Center,6/30/26,9:00 AM,KW,Stream,Stream_Storm,,42.26,,,Yes,Yes,2658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_7,Wet Center,6/30/26,11:30 AM,KW,Stream,Stream_Storm,,42.22,,,Yes,Yes,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_8,Wet Center,6/30/26,2:00 PM,KW,Stream,Stream_Storm,,42.50,,,Yes,Yes,2660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_9,Wet Center,6/30/26,4:30 PM,KW,Stream,Stream_Storm,,41.30,,,Yes,Yes,2661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_10,Wet Center,6/30/26,7:00 PM,KW,Stream,Stream_Storm,,41.93,,,Yes,Yes,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_11,Wet Center,6/30/26,9:30 PM,KW,Stream,Stream_Storm,,41.72,,,Yes,Yes,2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_12,Wet Center,7/1/26,12:00 AM,KW,Stream,Stream_Storm,,41.75,,,Yes,Yes,2664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_13,Wet Center,7/1/26,2:30 AM,KW,Stream,Stream_Storm,,41.63,,,Yes,Yes,2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_14,Wet Center,7/1/26,5:00 AM,KW,Stream,Stream_Storm,,42.24,,,Yes,Yes,2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_15,Wet Center,7/1/26,7:30 AM,KW,Stream,Stream_Storm,,41.23,,,Yes,Yes,2667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_16,Wet Center,7/1/26,10:00 AM,KW,Stream,Stream_Storm,,42.35,,,Yes,Yes,2668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_17,Wet Center,7/1/26,12:30 PM,KW,Stream,Stream_Storm,,42.62,,,Yes,Yes,2669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_18,Wet Center,7/1/26,3:00 PM,KW,Stream,Stream_Storm,,42.44,,,Yes,Yes,2670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_19,Wet Center,7/1/26,5:30 PM,KW,Stream,Stream_Storm,,42.32,,,Yes,Yes,2671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_20,Wet Center,7/1/26,8:00 PM,KW,Stream,Stream_Storm,,41.74,,,Yes,Yes,2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_21,Wet Center,7/1/26,10:30 PM,KW,Stream,Stream_Storm,,42.01,,,Yes,Yes,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_22,Wet Center,7/2/26,1:00 AM,KW,Stream,Stream_Storm,,41.67,,,Yes,Yes,2674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_23,Wet Center,7/2/26,3:30 AM,KW,Stream,Stream_Storm,,41.95,,,Yes,Yes,2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE20_24,Wet Center,7/2/26,6:00 AM,KW,Stream,Stream_Storm,,41.71,,,Yes,Yes,2676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_1,Wet Center,7/5/26,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_2,Wet Center,7/5/26,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_3,Wet Center,7/6/26,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_4,Wet Center,7/6/26,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_5,Wet Center,7/6/26,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_6,Wet Center,7/6/26,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_7,Wet Center,7/6/26,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_8,Wet Center,7/6/26,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_9,Wet Center,7/6/26,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_10,Wet Center,7/6/26,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_11,Wet Center,7/7/26,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_12,Wet Center,7/7/26,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_13,Wet Center,7/7/26,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_14,Wet Center,7/7/26,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_15,Wet Center,7/7/26,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_16,Wet Center,7/7/26,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_17,Wet Center,7/7/26,6:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_18,Wet Center,7/7/26,9:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_19,Wet Center,7/8/26,12:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_20,Wet Center,7/8/26,3:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_21,Wet Center,7/8/26,6:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_22,Wet Center,7/8/26,9:00:00 AM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_23,Wet Center,7/8/26,12:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE21_24,Wet Center,7/8/26,3:00:00 PM,RV,Stream,Stream_Storm,,,,,Yes,Yes,2702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Wet Center,7/13/26,10:30 AM,"KK,RV",Stream,Baseflow,"Rained from 9:00-9:15 am, sudden downpour, Forgot to tare",41.58,,,Yes,Yes,2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_Jy26,Roaring,7/20/26,11:56 PM,"KW, KK",Stream,13 site,,41.47,581.01,539.54,,,2712,,,,7/22/2026,RV_PFAS_08102026_conc,0.00 bdl,0.05 bdl,0.00 bdl,0.11 bdl,0.03 bdl,0.20 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.27 bdl,0.10 bdl,0.22 bdl,0.07 bdl,0.23 bdl,0.23 bdl,0.22 bdl,0.14 bdl,0.32 bdl,0.06 bdl,0.02 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.27 bdl,0.02 bdl,0.26 bdl,0.39 bdl,0.00 bdl,0.01 bdl,0.31 bdl,0.01 bdl,0.98 bdl,0.89 bdl,0.25 bdl,0.26 bdl,0.02 bdl,0.02 bdl,0.01 bdl,0.01 bdl
