Sample #,Sample Name on LC/MS,Location,Date,Time,Collecter,Type,Project,Comment,Container Mass (g),Total mass (g),Sample Mass (g),TOC/IC sample collected?,PFAS Collected?,TOC/TN analyzed,IC analyzed,UV254 analyzed,PFAS Analyzed?,Isotope #,Delta 2H,Delta 18O,Delta 17O,Ran on Auto SPE,Corresponding Table,11Cl-PF3OUdS Results,3-3 FTCA Results,4:2FTS Results,5-3 FTCA Results,6:2FTS Results,7-3 FTCA Results,8:2FTS Results,9Cl-PF3ONS Results,ADONA Results,HFPO-DA Results,NEtFOSA Results,NEtFOSAA Results,NEtFOSE Results,NFDHA Results,NMeFOSA Results,NMeFOSAA Results,NMeFOSE Results,PFBA Results,PFBS Results,PFDA Results,PFDoA Results,PFDoS Results,PFDS Results,PFEESA Results,PFHpA Results,PFHpS Results,PFHxA Results,PFHxS Results,PFMBA Results,PFMPA Results,PFNA Results,PFNS Results,PFOA Results,PFOS Results,PFOSA Results,PFPeA Results,PFPeS Results,PFTeDA Results,PFTrDA Results,PFUnA Results
,R_M26,Roaring,3/28/2026,10:37:00 AM,"OW, KW",Stream,13-Site,,42.23,562.6,520.37,Yes,Yes,,,,Yes,2477,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.04 bdl,0.00 bdl,0.11 bdl,0.05 bdl,0.15 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.04 bdl,0.40 bdl,0.16 bdl,0.45 bdl,0.08 bdl,0.30 bdl,0.41 bdl,0.44 bdl,0.19 bdl,0.16 bdl,0.03 bdl,0.03 bdl,0.03 bdl,0.01 bdl,0.01 bdl,0.10 bdl,0.01 bdl,0.22 bdl,0.35 bdl,0.01 bdl,0.01 bdl,0.44 bdl,0.02 bdl,0.63 bdl,0.73 bdl,0.02 bdl,0.24 bdl,0.03 bdl,0.01 bdl,0.07 bdl,0.01 bdl
,D_M26,Doolittle,3/28/2026,10:56:00 AM,"OW, KW",Stream,13-Site,,42.23,578.72,536.49,Yes,Yes,,,,Yes,2478,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.10 bdl,0.00 bdl,0.25 bdl,0.04 bdl,0.46 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.02 bdl,0.32 bdl,0.14 bdl,0.37 bdl,0.08 bdl,0.24 bdl,0.40 bdl,0.27 bdl,0.55 bdl,0.47 bdl,0.16 bdl,0.04 bdl,0.03 bdl,0.01 bdl,0.00 bdl,0.39 bdl,0.02 bdl,0.53 bdl,0.38 bdl,0.00 bdl,0.01 bdl,0.47 bdl,0.01 bdl,1.13,1.16,0.05 bdl,0.51 bdl,0.03 bdl,0.02 bdl,0.03 bdl,0.14 bdl
,EU_M26,Eastman Up,3/28/2026,11:26:00 AM,"OW, KW",Stream,13-Site,,42.28,561.45,519.17,Yes,Yes,,,,Yes,2479,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.06 bdl,0.00 bdl,0.19 bdl,0.08 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.02 bdl,0.13 bdl,0.27 bdl,0.12 bdl,0.30 bdl,0.07 bdl,0.17 bdl,0.28 bdl,0.26 bdl,0.95 bdl,0.48 bdl,0.05 bdl,0.01 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.27 bdl,0.03 bdl,0.36 bdl,0.38 bdl,0.01 bdl,0.01 bdl,0.44 bdl,0.02 bdl,0.99 bdl,0.93 bdl,0.04 bdl,0.29 bdl,0.03 bdl,0.04 bdl,0.03 bdl,0.04 bdl
,ED_M26,Eastman Down,3/28/2026,11:53:00 AM,"OW, KW",Stream,13-Site,,42.18,576.12,533.94,Yes,Yes,,,,Yes,2480,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.01 bdl,0.00 bdl,0.26 bdl,0.10 bdl,0.50 bdl,0.04 bdl,0.01 bdl,0.01 bdl,0.06 bdl,0.21 bdl,0.08 bdl,0.25 bdl,0.09 bdl,0.19 bdl,0.26 bdl,0.23 bdl,0.65 bdl,0.62 bdl,0.08 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.02 bdl,0.47 bdl,0.06 bdl,0.77 bdl,0.36 bdl,0.00 bdl,0.01 bdl,0.43 bdl,0.01 bdl,1.73,1.14 bdl,0.07 bdl,0.69 bdl,0.03 bdl,0.01 bdl,0.03 bdl,0.02 bdl
,MS_M26,Mill Site,3/28/2026,12:45:00 PM,"OW, KW",Stream,13-Site,,42.26,571.67,529.41,Yes,Yes,,,,Yes,2482,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.01 bdl,0.00 bdl,0.26 bdl,2.86 bdl,0.17 bdl,0.07 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.33 bdl,0.06 bdl,0.32 bdl,0.12 bdl,0.16 bdl,0.35 bdl,0.23 bdl,1.26 bdl,1.14,0.09 bdl,0.03 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.81 bdl,0.00 bdl,2.08,0.60 bdl,0.01 bdl,0.00 bdl,0.51 bdl,0.00 bdl,2.53,1.28,0.05 bdl,1.89,0.06 bdl,0.04 bdl,0.01 bdl,0.02 bdl
,K_M26,Knightly,3/28/2026,12:24:00 PM,"OW, KW",Stream,13-Site,,42.17,556.19,514.02,Yes,Yes,,,,Yes,2481,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.03 bdl,0.00 bdl,0.50 bdl,0.08 bdl,0.52 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.14 bdl,0.34 bdl,0.18 bdl,0.40 bdl,0.04 bdl,0.24 bdl,0.35 bdl,0.32 bdl,52.79,24.39,0.32 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.01 bdl,88.68,0.08 bdl,167.21,1.61,0.01 bdl,0.02 bdl,2.67,0.08 bdl,217.14,1.78,0.05 bdl,146.7,0.35 bdl,0.03 bdl,0.01 bdl,0.03 bdl
,B1_329,Blank,3/29/2026,,RV,MilliQ,Blank,SPE blank. for samples March 13 sites +WC.,42.38,549.72,507.34,Yes,Yes,,,,Yes,,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.03 bdl,0.00 bdl,0.09 bdl,0.07 bdl,0.10 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.14 bdl,0.11 bdl,0.14 bdl,0.07 bdl,0.09 bdl,0.24 bdl,0.13 bdl,0.04 bdl,0.02 bdl,0.03 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.03 bdl,0.01 bdl,0.05 bdl,0.26 bdl,0.06 bdl,0.01 bdl,0.18 bdl,0.01 bdl,0.24 bdl,0.25 bdl,0.04 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.01 bdl
,LW_M26,Lake Warner Outlet,3/28/2026,1:17:00 AM,"OW, KW",Stream,13-Site,,42.07,578.91,536.84,Yes,Yes,,,,Yes,2483,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.01 bdl,0.00 bdl,0.36 bdl,2.96 bdl,0.05 bdl,0.06 bdl,0.01 bdl,0.01 bdl,0.08 bdl,0.38 bdl,0.14 bdl,0.47 bdl,0.07 bdl,0.28 bdl,0.38 bdl,0.37 bdl,2.67 bdl,1.56,0.10 bdl,0.01 bdl,0.00 bdl,0.02 bdl,0.01 bdl,2.78,0.10 bdl,5.57,0.66 bdl,0.02 bdl,0.00 bdl,0.56 bdl,0.00 bdl,7.37,1.55,0.09 bdl,5.14,0.04 bdl,0.02 bdl,0.04 bdl,0.03 bdl
,HD_M26,Horse Down,3/28/2026,2:02:00 PM,"OW, KW",Stream,13-Site,,41.58,569.06,527.48,Yes,Yes,,,,Yes,2485,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.03 bdl,0.00 bdl,0.36 bdl,0.69 bdl,0.18 bdl,0.03 bdl,0.01 bdl,0.01 bdl,0.09 bdl,0.25 bdl,0.15 bdl,0.34 bdl,0.06 bdl,0.16 bdl,0.31 bdl,0.27 bdl,1.22 bdl,3.04,0.21 bdl,0.06 bdl,0.01 bdl,0.02 bdl,0.01 bdl,1.64,0.08 bdl,3.47,1.22,0.02 bdl,0.01 bdl,0.79 bdl,0.01 bdl,3.71,2.13,0.34 bdl,3.47,0.22 bdl,0.02 bdl,0.03 bdl,0.05 bdl
,HU_M26,Horse Up,3/28/2026,1:44:00 PM,"OW, KW",Stream,13-Site,,42.32,564.91,522.59,Yes,Yes,,,,Yes,2484,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.52 bdl,0.00 bdl,0.23 bdl,0.09 bdl,0.65 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.14 bdl,0.33 bdl,0.16 bdl,0.36 bdl,0.08 bdl,0.22 bdl,0.29 bdl,0.32 bdl,1.33 bdl,3.19,0.20 bdl,0.08 bdl,0.01 bdl,0.03 bdl,0.02 bdl,1.05,0.15 bdl,2,1.1,0.02 bdl,0.01 bdl,0.80 bdl,0.01 bdl,2.71,1.97,0.13 bdl,1.51 bdl,0.26 bdl,0.04 bdl,0.07 bdl,0.11 bdl
,TU_M26,Tan Brook Up ,3/28/2026,9:29:00 AM,"OW, KW",Stream,13-Site,13 site and spatial on same day.,42.25,555.86,513.61,Yes,Yes,,,,Yes,2474,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.11 bdl,0.00 bdl,0.10 bdl,0.11 bdl,0.06 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.09 bdl,0.42 bdl,0.23 bdl,0.57 bdl,0.08 bdl,0.30 bdl,0.27 bdl,0.50 bdl,3.52 bdl,5.38,0.16 bdl,0.02 bdl,0.00 bdl,0.03 bdl,0.01 bdl,2.44,0.15 bdl,4.55,1.73,0.02 bdl,0.01 bdl,1.00 bdl,0.02 bdl,7.27,4.46,0.12 bdl,4.21,0.69 bdl,0.01 bdl,0.02 bdl,0.03 bdl
,TD_M26,Tan Brook Down,3/28/2026,2:40:00 PM,"OW, KW",Stream,13-Site,,42.43,578.35,535.92,Yes,Yes,,,,Yes,2487,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.25 bdl,0.00 bdl,0.39 bdl,0.10 bdl,0.20 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.24 bdl,0.46 bdl,0.24 bdl,0.53 bdl,0.05 bdl,0.28 bdl,0.37 bdl,0.41 bdl,7.38,5.2,0.46 bdl,0.04 bdl,0.00 bdl,0.15 bdl,0.00 bdl,3.44,0.23 bdl,7.11,2.71,0.02 bdl,0.02 bdl,1.51,0.03 bdl,9.43,6.85,0.08 bdl,6.32,0.72 bdl,0.03 bdl,0.01 bdl,0.04 bdl
,CU_M26,Campus Pond UP,3/28/2026,9:51:00 AM,"OW, KW",Stream,13-Site,,42.47,560.42,517.95,Yes,Yes,,,,Yes,2475,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.11 bdl,0.00 bdl,0.71 bdl,0.07 bdl,0.40 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.11 bdl,0.26 bdl,0.27 bdl,0.55 bdl,0.07 bdl,0.31 bdl,0.43 bdl,0.38 bdl,5.16,6.31,0.43 bdl,0.05 bdl,0.00 bdl,0.14 bdl,0.01 bdl,3.14,0.11 bdl,6.62,2.78,0.01 bdl,0.03 bdl,1.67,0.01 bdl,10.16,7.4,0.21 bdl,6.19,0.45 bdl,0.02 bdl,0.06 bdl,0.06 bdl
,CD_M26,Campus Pond Down,3/28/2026,10:03:00 AM,"OW, KW",Stream,13-Site,,42.22,570,527.78,Yes,Yes,,,,Yes,2476,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.18 bdl,0.00 bdl,1.01 bdl,0.14 bdl,0.00 bdl,0.02 bdl,0.01 bdl,0.01 bdl,0.10 bdl,0.51 bdl,0.47 bdl,1.24 bdl,0.00 bdl,0.71 bdl,0.62 bdl,0.87 bdl,5.95,5.55,0.41 bdl,0.22 bdl,0.01 bdl,0.14 bdl,0.02 bdl,3.44,0.16 bdl,6.49,2.59,0.01 bdl,0.05 bdl,1.48,0.00 bdl,9.54,5.82,0.76 bdl,5.91,0.61 bdl,0.04 bdl,0.23 bdl,0.09 bdl
,WC_M26,Wet Center,3/28/2026,2:22:00 PM,"OW, KW",Stream,Baseflow,,42.14,588.54,546.4,Yes,Yes,,,,Yes,2486,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.09 bdl,0.00 bdl,0.03 bdl,3.58 bdl,0.32 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.11 bdl,0.37 bdl,0.13 bdl,0.50 bdl,0.07 bdl,0.31 bdl,0.33 bdl,0.37 bdl,1.25 bdl,0.95,0.09 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.98,0.06 bdl,1.78,0.54 bdl,0.01 bdl,0.01 bdl,0.42 bdl,0.01 bdl,2.26,1.23,0.12 bdl,1.78,0.07 bdl,0.04 bdl,0.02 bdl,0.05 bdl
,B2_329,Blank,3/29/2026,,RV,MilliQ,Blank,SPE blank. for samples March 13 sites +WC.,41.77,548.12,506.35,Yes,Yes,,,,Yes,,,,,3/29/2026,RV_PFAS_04172026,0.00 bdl,0.00 bdl,0.00 bdl,0.15 bdl,0.04 bdl,0.13 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.33 bdl,0.12 bdl,0.29 bdl,0.06 bdl,0.19 bdl,0.39 bdl,0.27 bdl,0.07 bdl,0.02 bdl,0.06 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.03 bdl,0.01 bdl,0.06 bdl,0.25 bdl,0.09 bdl,0.00 bdl,0.18 bdl,0.00 bdl,0.24 bdl,0.26 bdl,0.03 bdl,0.07 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.01 bdl
,B1_S3,Blank,3/30/2026,,RV,MilliQ,Blank,SPE Blank for S3,42.12,547.9,505.78,Yes,Yes,,,,Yes,,,,,3/30/2026,RV_PFAS_04172026,0.02 bdl,0.10 bdl,0.00 bdl,0.27 bdl,0.09 bdl,0.10 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.04 bdl,0.23 bdl,0.14 bdl,0.48 bdl,0.05 bdl,0.19 bdl,0.26 bdl,0.43 bdl,0.07 bdl,0.04 bdl,0.02 bdl,0.02 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.04 bdl,0.22 bdl,0.13 bdl,0.01 bdl,0.19 bdl,0.02 bdl,0.26 bdl,0.32 bdl,0.04 bdl,0.04 bdl,0.01 bdl,0.03 bdl,0.07 bdl,0.01 bdl
,S3_14,UMass Farm,3/28/2026,9:39 AM,"RV, SH",Stream,Spatial,,42.11,551.61,509.5,Yes,Yes,,,,Yes,2510,,,,3/30/2026,RV_PFAS_04172026,0.01 bdl,0.05 bdl,0.00 bdl,0.31 bdl,0.16 bdl,0.28 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.13 bdl,0.20 bdl,0.19 bdl,0.42 bdl,0.13 bdl,0.21 bdl,0.34 bdl,0.39 bdl,0.68 bdl,3.18,0.11 bdl,0.05 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.70 bdl,0.10 bdl,1.24,1.04,0.03 bdl,0.01 bdl,0.48 bdl,0.00 bdl,2.28,1.64,0.18 bdl,1.24 bdl,0.15 bdl,0.04 bdl,0.08 bdl,0.06 bdl
,S3_15,Brandywine Pond,3/28/2026,9:51 AM,"RV, SH",Stream,Spatial,,42.27,572.72,530.45,Yes,Yes,,,,Yes,2511,,,,3/30/2026,RV_PFAS_04172026,0.01 bdl,0.04 bdl,0.00 bdl,0.06 bdl,0.07 bdl,0.30 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.16 bdl,0.15 bdl,0.24 bdl,0.06 bdl,0.14 bdl,0.43 bdl,0.29 bdl,0.33 bdl,2.14,0.06 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.53 bdl,0.06 bdl,0.88 bdl,0.83 bdl,0.00 bdl,0.00 bdl,0.42 bdl,0.00 bdl,1.82,1.63,0.15 bdl,1.03 bdl,0.16 bdl,0.02 bdl,0.04 bdl,0.01 bdl
,S3_16,MR Julius Bridge,3/28/2026,10:08 AM,"RV, SH",Stream,Spatial,,42.29,567.55,525.26,Yes,Yes,,,,Yes,2512,,,,3/30/2026,RV_PFAS_04172026,0.01 bdl,0.08 bdl,0.00 bdl,0.79 bdl,0.06 bdl,0.50 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.10 bdl,0.41 bdl,0.16 bdl,0.58 bdl,0.04 bdl,0.32 bdl,0.37 bdl,0.48 bdl,2.02 bdl,0.46 bdl,0.08 bdl,0.02 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.35 bdl,0.03 bdl,0.27 bdl,0.53 bdl,0.00 bdl,0.01 bdl,0.51 bdl,0.02 bdl,1.04,0.86 bdl,0.08 bdl,0.27 bdl,0.07 bdl,0.02 bdl,0.04 bdl,0.03 bdl
,S3_17,Puffers Waterfall,3/28/2026,10:32 AM,"RV, SH",Stream,Spatial,,41.96,584.54,542.58,Yes,Yes,,,,Yes,2513,,,,3/30/2026,RV_PFAS_04172026,0.01 bdl,0.13 bdl,0.00 bdl,0.48 bdl,0.09 bdl,0.74 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.30 bdl,0.12 bdl,0.38 bdl,0.09 bdl,0.26 bdl,0.29 bdl,0.38 bdl,0.45 bdl,0.40 bdl,0.13 bdl,0.05 bdl,0.02 bdl,0.02 bdl,0.00 bdl,0.28 bdl,0.07 bdl,0.27 bdl,0.43 bdl,0.00 bdl,0.01 bdl,0.46 bdl,0.02 bdl,1.07,0.87 bdl,0.06 bdl,0.38 bdl,0.06 bdl,0.01 bdl,0.07 bdl,0.01 bdl
,S3_18,Puffers Pond Beach,3/28/2026,10:42 AM,"RV, SH",Stream,Spatial,,42.02,564.38,522.36,Yes,Yes,,,,Yes,2514,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.03 bdl,0.00 bdl,0.13 bdl,0.06 bdl,0.45 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.29 bdl,0.12 bdl,0.39 bdl,0.04 bdl,0.23 bdl,0.32 bdl,0.37 bdl,0.74 bdl,0.34 bdl,0.12 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.47 bdl,0.03 bdl,0.32 bdl,0.41 bdl,0.00 bdl,0.01 bdl,0.36 bdl,0.01 bdl,1.04,0.88 bdl,0.07 bdl,0.34 bdl,0.05 bdl,0.03 bdl,0.02 bdl,0.02 bdl
,S3_19,Puffers Railroad,3/28/2026,10:56 AM,"RV, SH",Stream,Spatial,,42.14,583.85,541.71,Yes,Yes,,,,Yes,2515,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.06 bdl,0.00 bdl,0.12 bdl,0.05 bdl,0.66 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.03 bdl,0.39 bdl,0.12 bdl,0.42 bdl,0.09 bdl,0.29 bdl,0.37 bdl,0.47 bdl,0.38 bdl,0.30 bdl,0.10 bdl,0.04 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.28 bdl,0.03 bdl,0.29 bdl,0.36 bdl,0.01 bdl,0.00 bdl,0.37 bdl,0.01 bdl,1.22,0.73 bdl,0.08 bdl,0.28 bdl,0.03 bdl,0.02 bdl,0.02 bdl,0.04 bdl
,S3_20,Haskins Meadows,3/28/2026,12:05 PM,"RV, SH",Stream,Spatial,,42.13,569.39,527.26,Yes,Yes,,,,Yes,2516,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.00 bdl,0.00 bdl,0.23 bdl,0.06 bdl,0.29 bdl,0.03 bdl,0.01 bdl,0.00 bdl,0.04 bdl,0.17 bdl,0.08 bdl,0.23 bdl,0.05 bdl,0.12 bdl,0.40 bdl,0.19 bdl,0.47 bdl,0.31 bdl,0.04 bdl,0.01 bdl,0.01 bdl,0.03 bdl,0.02 bdl,0.30 bdl,0.00 bdl,0.31 bdl,0.50 bdl,0.01 bdl,0.02 bdl,0.41 bdl,0.03 bdl,1.18,0.69 bdl,0.07 bdl,0.29 bdl,0.02 bdl,0.03 bdl,0.02 bdl,0.03 bdl
,S3_21,Haskins Meadows Up,3/28/2026,12:15 PM,"RV, SH",Stream,Spatial,,42.38,558.29,515.91,Yes,Yes,,,,Yes,2517,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.01 bdl,0.00 bdl,0.15 bdl,0.05 bdl,0.48 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.05 bdl,0.26 bdl,0.12 bdl,0.37 bdl,0.07 bdl,0.21 bdl,0.38 bdl,0.31 bdl,0.53 bdl,0.37 bdl,0.03 bdl,0.01 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.37 bdl,0.05 bdl,0.34 bdl,0.41 bdl,0.01 bdl,0.01 bdl,0.43 bdl,0.02 bdl,1.02,0.82 bdl,0.12 bdl,0.32 bdl,0.05 bdl,0.03 bdl,0.06 bdl,0.03 bdl
,B2_S3,Blank,,,RV,MilliQ,Blank,SPE Blank for S3,42.13,548.3,506.17,Yes,Yes,,,,Yes,,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.00 bdl,0.00 bdl,0.04 bdl,0.05 bdl,0.16 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.02 bdl,0.37 bdl,0.08 bdl,0.17 bdl,0.07 bdl,0.13 bdl,0.20 bdl,0.16 bdl,0.08 bdl,0.01 bdl,0.03 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.03 bdl,0.00 bdl,0.03 bdl,0.16 bdl,0.06 bdl,0.01 bdl,0.12 bdl,0.00 bdl,0.21 bdl,0.23 bdl,0.03 bdl,0.05 bdl,0.01 bdl,0.02 bdl,0.03 bdl,0.01 bdl
,S3_22,Atkins Reservoir,3/28/2026,12:33 PM,"RV, SH",Stream,Spatial,,42.09,574.36,532.27,Yes,Yes,,,,Yes,2518,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.10 bdl,0.00 bdl,0.46 bdl,0.05 bdl,0.09 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.07 bdl,0.36 bdl,0.13 bdl,0.41 bdl,0.07 bdl,0.28 bdl,0.40 bdl,0.42 bdl,0.37 bdl,0.13 bdl,0.05 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.27 bdl,0.03 bdl,0.26 bdl,0.35 bdl,0.00 bdl,0.01 bdl,0.41 bdl,0.02 bdl,0.89 bdl,1.09 bdl,0.11 bdl,0.35 bdl,0.04 bdl,0.01 bdl,0.02 bdl,0.03 bdl
,S3_23,Dean Brook,3/28/2026,12:44 PM,"RV, SH",Stream,Spatial,,42.43,567.36,524.93,Yes,Yes,,,,Yes,2519,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.07 bdl,0.00 bdl,0.56 bdl,0.04 bdl,0.07 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.06 bdl,0.30 bdl,0.13 bdl,0.39 bdl,0.05 bdl,0.23 bdl,0.28 bdl,0.31 bdl,0.19 bdl,0.11 bdl,0.09 bdl,0.02 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.15 bdl,0.01 bdl,0.11 bdl,0.34 bdl,0.01 bdl,0.00 bdl,0.39 bdl,0.00 bdl,0.82 bdl,0.90 bdl,0.08 bdl,0.13 bdl,0.05 bdl,0.04 bdl,0.03 bdl,0.03 bdl
,S3_24,Nurse Brook,3/28/2026,12:56 PM,"RV, SH",Stream,Spatial,,42.45,538.72,496.27,Yes,Yes,,,,Yes,2520,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.00 bdl,0.00 bdl,0.33 bdl,0.07 bdl,0.11 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.08 bdl,0.31 bdl,0.26 bdl,0.45 bdl,0.06 bdl,0.30 bdl,0.48 bdl,0.39 bdl,0.10 bdl,0.02 bdl,0.05 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.13 bdl,0.04 bdl,0.06 bdl,0.32 bdl,0.01 bdl,0.01 bdl,0.42 bdl,0.01 bdl,0.60 bdl,0.71 bdl,0.09 bdl,0.03 bdl,0.03 bdl,0.02 bdl,0.03 bdl,0.04 bdl
,S3_25,Shutesbury Cemetery,3/28/2026,1:17 PM,"RV, SH",Stream,Spatial,,42.3,535.87,493.57,Yes,Yes,,,,Yes,2521,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.08 bdl,0.00 bdl,0.49 bdl,0.14 bdl,0.42 bdl,0.01 bdl,0.01 bdl,0.00 bdl,0.08 bdl,0.41 bdl,0.14 bdl,0.50 bdl,0.05 bdl,0.34 bdl,0.53 bdl,0.41 bdl,0.22 bdl,0.21 bdl,0.04 bdl,0.02 bdl,0.00 bdl,0.02 bdl,0.01 bdl,0.12 bdl,0.03 bdl,0.26 bdl,0.33 bdl,0.00 bdl,0.01 bdl,0.49 bdl,0.02 bdl,0.83 bdl,0.97 bdl,0.08 bdl,0.14 bdl,0.01 bdl,0.01 bdl,0.06 bdl,0.06 bdl
,S3_26,Broad Hill,3/28/2026,1:30 PM,"RV, SH",Stream,Spatial,,42.63,568.94,526.31,Yes,Yes,,,,Yes,2522,,,,3/30/2026,RV_PFAS_04172026,0.01 bdl,0.00 bdl,0.00 bdl,0.42 bdl,0.06 bdl,0.11 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.05 bdl,0.35 bdl,0.14 bdl,0.33 bdl,0.07 bdl,0.23 bdl,0.44 bdl,0.30 bdl,0.14 bdl,0.11 bdl,0.04 bdl,0.02 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.17 bdl,0.01 bdl,0.23 bdl,0.30 bdl,0.00 bdl,0.01 bdl,0.36 bdl,0.00 bdl,0.62 bdl,0.68 bdl,0.07 bdl,0.17 bdl,0.03 bdl,0.03 bdl,0.01 bdl,0.03 bdl
,S3_27,Number 6 Rd,3/28/2026,1:41 PM,"RV, SH",Stream,Spatial,,42.29,557.16,514.87,Yes,Yes,,,,Yes,2523,,,,3/30/2026,RV_PFAS_04172026,0.00 bdl,0.07 bdl,0.00 bdl,0.32 bdl,0.13 bdl,1.17 bdl,0.06 bdl,0.00 bdl,0.62 bdl,0.05 bdl,0.28 bdl,0.19 bdl,0.34 bdl,0.07 bdl,0.19 bdl,0.40 bdl,0.27 bdl,0.04 bdl,0.27 bdl,0.10 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.59 bdl,0.01 bdl,1.01,0.33 bdl,0.00 bdl,0.03 bdl,0.45 bdl,0.01 bdl,1.84,0.72 bdl,0.08 bdl,0.93 bdl,0.02 bdl,0.03 bdl,0.01 bdl,0.02 bdl
,S3_28,Leverett Library,3/28/2026,2:00 PM,"RV, SH",Stream,Spatial,,42.03,571.27,529.24,Yes,Yes,,,,Yes,2524,,,,4/3/2026,RV_PFAS_04172026,0.00 bdl,0.09 bdl,0.00 bdl,0.41 bdl,0.09 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.09 bdl,0.29 bdl,0.21 bdl,0.39 bdl,0.07 bdl,0.22 bdl,0.31 bdl,0.27 bdl,0.34 bdl,0.58 bdl,0.02 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.20 bdl,0.03 bdl,0.54 bdl,0.45 bdl,0.00 bdl,0.00 bdl,0.27 bdl,0.01 bdl,0.83 bdl,0.91 bdl,0.25 bdl,0.38 bdl,0.03 bdl,0.01 bdl,0.08 bdl,0.03 bdl
